rc_punto;rc_numero;rc_agenda;punto;tipo_cod;tipo;letra;numero;importe;a_cuenta;moneda_pago;fecha_cpte
01900;00008051;00000325;01900;02;FA;B;19212031;291.88;0.0;0.0;2026-06-01
01900;00008051;00000325;01900;02;FA;B;19212048;8.12;0.0;0.0;2026-06-16
01900;00008004;00000068;01900;02;FA;B;19212076;986.0;0.0;0.0;2026-06-30
00003;00101108;00000275;00003;02;FA;A;00001344;263738.78;0.0;174.09;2026-08-20
01900;00001363;00000136;01900;02;FA;A;00000254;1763.7;0.0;0.0;2026-08-03
01900;00001363;00000136;01900;02;FA;A;00000256;144.3;0.0;0.0;2026-08-12
01900;00001363;00000136;01900;02;FA;A;00000258;221.95;0.0;0.0;2026-08-18
00003;00101109;00000028;00003;02;FA;A;00001287;61328.25;0.0;40.48;2026-06-16
00003;00101109;00000028;00003;02;FA;A;00001327;635163.75;0.0;419.25;2026-07-31
00003;00101109;00000028;00003;64;AC;;00000000;103508.0;0.0;0.0;2026-08-20
00003;00101111;00000281;00003;02;FA;A;00001335;572546.0;0.0;375.44;2026-08-10
01900;00001364;00000327;01900;02;FA;B;19212145;232.72;0.0;0.0;2026-08-12
00003;00101113;00000295;00003;02;FA;A;00001299;208620.63;0.0;136.8;2026-06-22
00003;00101113;00000295;00003;02;FA;A;00001304;119699.37;0.0;78.49;2026-06-27
01900;00001365;00000348;01900;02;FA;B;19212134;24.8;0.0;0.0;2026-07-22
01900;00008005;00000006;01900;02;FA;A;00000218;39.97;0.0;0.0;2026-04-06
01900;00008005;00000006;01900;02;FA;A;00000230;264.81;0.0;0.0;2026-05-18
01900;00008005;00000006;01900;02;FA;A;00000236;695.22;0.0;0.0;2026-06-16
01900;00001366;00000317;01900;02;FA;B;19212088;172.8;0.0;0.0;2026-06-26
01900;00001368;00000056;01900;64;AC;;00000000;554.0;0.0;0.0;2026-08-26
01900;00001369;00000056;01900;64;AC;;00000000;1032.0;0.0;0.0;2026-08-25
01900;00001370;00000296;01900;02;FA;B;19212171;157.48;0.0;0.0;2026-08-18
01900;00001371;00000277;01900;02;FA;A;00000263;80.97;0.0;0.0;2026-08-18
00003;00008056;00000139;00003;02;FA;A;00001294;11803912.3;0.0;8112.65;2026-06-17
00003;00008055;00000235;00003;02;FA;A;00001353;9436654.25;0.0;6187.97;2026-08-24
00003;00101114;00000295;00003;02;FA;A;00001304;2731.43;0.0;1.81;2026-06-27
00003;00101114;00000295;00003;02;FA;A;00001315;453268.57;0.0;302.18;2026-07-20
00003;00101115;00000351;00003;02;FA;A;00001354;5149727.4;0.0;3399.16;2026-08-24
01900;00008057;00000063;01900;02;FA;B;19212141;3543.95;0.0;0.0;2026-08-12
01900;00001372;00000056;01900;64;AC;;00000000;1100.0;0.0;0.0;2026-08-21
01900;00001373;00000297;01900;02;FA;B;19212172;1071.0;0.0;0.0;2026-08-24
00003;00101116;00000242;00003;02;FA;A;00001077;200000.0;0.0;137.54;2025-10-07
01900;00001374;00000122;01900;02;FA;B;19212174;517.88;0.0;0.0;2026-08-19
01900;00001374;00000122;01900;02;FA;B;19212173;210.06;0.0;0.0;2026-08-26
00003;00101117;00000353;00003;02;FA;A;00001352;121939.0;0.0;79.96;2026-08-24
01900;00008053;00000080;01900;02;FA;A;00000264;149.99;0.0;0.0;2026-08-18
01900;00008053;00000080;01900;02;FA;A;00000265;75.0;0.0;0.0;2026-08-19
01900;00008053;00000080;01900;64;AC;;00000000;75.01;0.0;0.0;2026-08-21
00003;00008058;00000007;00003;02;FA;A;00001338;1530000.0;0.0;1009.9;2026-08-11
01900;00008006;00000143;01900;02;FA;A;00000266;200.0;0.0;0.0;2026-08-28
01900;00001375;00000296;01900;02;FA;B;19212178;130.76;0.0;0.0;2026-08-24
00003;00101118;00000308;00003;02;FA;A;00001355;209159.1;0.0;136.26;2026-08-25
01900;00001377;00000056;01900;64;AC;;00000000;2000.0;0.0;0.0;2026-08-24
01900;00001383;00000221;01900;02;FA;B;19212034;299.64;0.0;0.0;2026-06-04
01900;00001383;00000221;01900;02;FA;B;19212067;283.58;0.0;0.0;2026-06-26
01900;00001383;00000221;01900;02;FA;B;19212098;184.29;0.0;0.0;2026-07-03
01900;00001388;00000218;01900;02;FA;A;00000269;220.81;0.0;0.0;2026-08-31
00003;00101119;00000235;00003;02;FA;A;00001357;2422915.65;0.0;1583.61;2026-08-26
00003;00101120;00000004;00003;02;FA;A;00001341;7647546.0;0.0;4998.4;2026-08-18
01900;00001376;00000252;01900;02;FA;B;19212164;455.45;0.0;0.0;2026-08-19
01900;00001378;00000214;01900;02;FA;B;19212179;359.39;0.0;0.0;2026-09-02
01900;00008007;00000068;01900;02;FA;B;19212076;990.0;0.0;0.0;2026-06-30
01900;00001379;00000112;01900;02;FA;B;19212181;275.27;0.0;0.0;2026-08-24
01900;00001380;00000112;01900;02;FA;B;19212180;3005.17;0.0;0.0;2026-09-03
01900;00007456;00000191;01900;02;FA;B;19211618;480.55;0.0;0.0;2025-08-07
01900;00007456;00000191;01900;02;FA;B;19212100;670.92;0.0;0.0;2026-07-08
01900;00001381;00000305;01900;02;FA;B;19212183;420.14;0.0;0.0;2026-09-03
01900;00001382;00000090;01900;02;FA;B;19212167;824.47;0.0;0.0;2026-08-20
01900;00001384;00000202;01900;02;FA;B;19212111;129.39;0.0;0.0;2026-07-20
01900;00001385;00000132;01900;02;FA;B;19211998;457.29;0.0;0.0;2026-05-18
01900;00001385;00000132;01900;02;FA;B;19212038;722.19;0.0;0.0;2026-06-16
01900;00001385;00000132;01900;02;FA;B;19212104;1137.94;0.0;0.0;2026-07-13
01900;00001385;00000132;01900;02;FA;B;19212142;2369.83;0.0;0.0;2026-08-12
01900;00001385;00000132;01900;64;AC;;00000000;183.36;0.0;0.0;2026-09-02
00003;00101121;00000295;00003;02;FA;A;00001315;608000.0;0.0;405.33;2026-07-20
01900;00001386;00000344;01900;02;FA;B;19212170;704.72;0.0;0.0;2026-08-24
01900;00001387;00000350;01900;02;FA;B;19212156;228.5;0.0;0.0;2026-08-07
01900;00001389;00000296;01900;02;FA;B;19212185;61.9;0.0;0.0;2026-08-26
01900;00001390;00000200;01900;64;AC;;00000000;2495.75;0.0;0.0;2026-09-07
01900;00001391;00000066;01900;02;FA;B;19212056;134.03;0.0;0.0;2026-06-16
01900;00001391;00000066;01900;02;FA;B;19212114;129.12;0.0;0.0;2026-07-17
01900;00001392;00000181;01900;02;FA;B;19212175;611.62;0.0;0.0;2026-08-25
01900;00001392;00000181;01900;02;FA;B;19212176;611.62;0.0;0.0;2026-08-26
01900;00001393;00000296;01900;02;FA;B;19212178;130.44;0.0;0.0;2026-08-24
01900;00001394;00000072;01900;02;FA;B;19212140;24.37;0.0;0.0;2026-08-10
01900;00001395;00000312;01900;02;FA;B;19212182;419.58;0.0;0.0;2026-09-02
01900;00001396;00000034;01900;02;FA;B;19212128;300.0;0.0;0.0;2026-07-29
00003;00101122;00000352;00003;02;FA;A;00001343;128290.2;0.0;83.85;2026-08-20
00003;00101123;00000295;00003;02;FA;A;00001315;688500.0;0.0;450.0;2026-07-20
01900;00001397;00000056;01900;64;AC;;00000000;2800.0;0.0;0.0;2026-09-10
01900;00001398;00000056;01900;64;AC;;00000000;100.0;0.0;0.0;2026-09-10
01900;00007805;00000056;01900;02;FA;B;19212194;5000.0;0.0;0.0;2026-09-10
00003;00101124;00000168;00003;02;FA;A;00001281;11626217.97;0.0;0.0;2026-05-30
01900;00007807;00000006;01900;02;FA;A;00000236;312.6;0.0;0.0;2026-06-16
01900;00007807;00000006;01900;02;FA;A;00000243;687.4;0.0;0.0;2026-06-29
00003;00008059;00000017;00003;02;FA;B;00000211;880905.15;0.0;575.76;2026-09-07
01900;00008061;00000068;01900;02;FA;B;19212076;169.07;0.0;0.0;2026-06-30
01900;00008061;00000068;01900;02;FA;B;19212110;264.33;0.0;0.0;2026-07-13
01900;00008061;00000068;01900;02;FA;B;19212131;550.6;0.0;0.0;2026-08-03
01900;00008060;00000043;01900;02;FA;B;19212106;108.37;0.0;0.0;2026-07-13
01900;00008060;00000043;01900;02;FA;B;19212120;545.22;0.0;0.0;2026-07-22
01900;00007806;00000334;01900;02;FA;A;00000273;100.0;0.0;0.0;2026-09-10
01900;00001401;00000334;01900;02;FA;A;00000273;118.07;0.0;0.0;2026-09-10
01900;00001402;00000056;01900;02;FA;B;19212195;2000.0;0.0;0.0;2026-09-10
01900;00001403;00000056;01900;02;FA;B;19212195;4000.0;0.0;0.0;2026-09-10
01900;00001404;00000056;01900;02;FA;B;19212195;2963.05;0.0;0.0;2026-09-10
01900;00001404;00000056;01900;64;AC;;00000000;3566.95;0.0;0.0;2026-09-15
01900;00008062;00000264;01900;02;FA;B;19212199;125.13;0.0;0.0;2026-09-15
00003;00101125;00000005;00003;02;FA;A;00001362;709308.0;0.0;463.6;2026-09-07
00003;00101126;00000012;00003;02;FA;A;00001351;220316.75;0.0;144.47;2026-08-24
00003;00101127;00000235;00003;02;FA;A;00001364;5661604.35;0.0;3700.4;2026-09-09
00003;00101128;00000026;00003;03;ND;A;00000007;420000.1;0.0;275.41;2026-08-24
00003;00101128;00000026;00003;03;ND;A;00000008;2525414.94;0.0;1650.6;2026-09-10
01900;00001405;00000169;01900;02;FA;A;00000270;453.45;0.0;0.0;2026-08-27
01900;00001406;00000034;01900;02;FA;B;19212128;136.89;0.0;0.0;2026-07-29
01900;00001407;00000181;01900;02;FA;B;19212177;611.62;0.0;0.0;2026-08-26
01900;00001408;00000343;01900;02;FA;B;19212204;74.24;0.0;0.0;2026-09-17
01900;00001409;00000142;01900;02;FA;B;19212198;117.5;0.0;0.0;2026-09-15
01900;00001410;00000316;01900;02;FA;B;19212202;57.35;0.0;0.0;2026-09-15
01900;00001411;00000218;01900;02;FA;A;00000274;375.21;0.0;0.0;2026-09-16
01900;00001412;00000296;01900;02;FA;B;19212201;117.38;0.0;0.0;2026-09-15
00003;00101129;00000013;00003;02;FA;A;00001340;2462102.25;0.0;1625.15;2026-08-12
00003;00101130;00000067;00003;02;FA;A;00001360;912260.77;0.0;0.0;2026-09-03
00003;00101130;00000067;00003;02;FA;A;00001361;1410876.78;0.0;0.0;2026-09-04
00003;00101131;00000281;00003;02;FA;A;00001363;257108.85;0.0;168.05;2026-09-07
01900;00001413;00000056;01900;64;AC;;00000000;620.0;0.0;0.0;2026-09-16
01900;00001414;00000355;01900;02;FA;B;19212208;146.97;0.0;0.0;2026-09-21
01900;00001057;00000291;01900;02;FA;B;19211764;186.62;0.0;0.0;2025-11-28
01900;00001058;00000291;01900;02;FA;B;19211764;421.36;0.0;0.0;2025-11-28
01900;00001059;00000210;01900;02;FA;A;00000179;11604.96;0.0;0.0;2025-12-15
01900;00001060;00000209;01900;02;FA;A;00000177;12290.16;0.0;0.0;2025-12-15
00003;00100952;00000020;00003;02;FA;A;00001134;320411.6;0.0;219.46;2025-12-11
