rc_punto;rc_numero;rc_agenda;punto;tipo_cod;tipo;letra;numero;importe;a_cuenta;moneda_pago;fecha_cpte
01900;00007892;00000255;01900;02;FA;B;19211953;200.0;0.0;0.0;2026-04-13
01900;00001231;00000122;01900;02;FA;B;19212025;424.09;0.0;0.0;2026-05-26
01900;00001232;00000034;01900;05;RC;;00001120;-148.0;0.0;0.0;2026-03-03
01900;00001232;00000034;01900;02;FA;B;19211885;705.06;0.0;0.0;2026-03-09
01900;00001232;00000034;01900;02;FA;B;19211947;202.99;0.0;0.0;2026-04-13
01900;00001232;00000034;01900;02;FA;B;19212004;241.6;0.0;0.0;2026-05-18
01900;00001232;00000034;01900;64;AC;;00000000;298.35;0.0;0.0;2026-05-26
01900;00001233;00000252;01900;02;FA;B;19211957;262.38;0.0;0.0;2026-04-16
01900;00001233;00000252;01900;02;FA;B;19211981;335.48;0.0;0.0;2026-04-28
01900;00001233;00000252;01900;64;AC;;00000000;402.14;0.0;0.0;2026-05-25
01900;00001234;00000293;01900;02;FA;B;19211934;216.05;0.0;0.0;2026-03-20
01900;00001234;00000293;01900;02;FA;B;19211929;57.59;0.0;0.0;2026-04-01
01900;00001235;00000293;01900;02;FA;B;19211929;335.41;0.0;0.0;2026-04-01
01900;00001235;00000293;01900;02;FA;B;19211930;65.59;0.0;0.0;2026-04-07
00003;00007894;00000207;00003;02;FA;A;00001126;400000.0;0.0;278.75;2025-12-11
01900;00001238;00000058;01900;02;FA;B;19211700;221.7;0.0;0.0;2025-10-14
01900;00001238;00000058;01900;02;FA;B;19211851;178.3;0.0;0.0;2026-02-11
00003;00101048;00000308;00003;02;FA;A;00001275;376859.7;0.0;262.62;2026-05-28
00003;00101049;00000233;00003;02;FA;A;00001264;84319.6;0.0;57.75;2026-05-15
00003;00101049;00000233;00003;02;FA;A;00001270;84632.0;0.0;57.97;2026-05-18
01900;00001241;00000264;01900;02;FA;B;19212011;112.62;0.0;0.0;2026-05-19
00003;00101050;00000004;00003;02;FA;A;00001261;5719334.0;0.0;4027.7;2026-05-14
00003;00101051;00000027;00003;02;FA;A;00001236;903986.96;0.0;641.13;2026-04-23
00003;00101052;00000165;00003;02;FA;A;00001243;2082869.79;0.0;1456.55;2026-04-29
01900;00001248;00000273;01900;02;FA;B;19212016;145.27;0.0;0.0;2026-05-15
01900;00001249;00000068;01900;02;FA;B;19211935;239.72;0.0;0.0;2026-04-01
01900;00001249;00000068;01900;02;FA;B;19211942;48.76;0.0;0.0;2026-04-13
01900;00001249;00000068;01900;02;FA;B;19212003;686.52;0.0;0.0;2026-05-18
00003;00101054;00000281;00003;02;FA;A;00001249;134019.6;0.0;91.79;2026-04-30
00003;00101055;00000005;00003;02;FA;A;00001267;244325.2;0.0;172.06;2026-05-18
01900;00001253;00000262;01900;02;FA;B;19211968;533.98;0.0;0.0;2026-04-27
00003;00101056;00000026;00003;02;FA;A;00001263;960248.45;0.0;676.23;2026-05-15
01900;00001239;00000112;01900;02;FA;B;19212033;3759.72;0.0;0.0;2026-06-04
01900;00007963;00000006;01900;02;FA;A;00000184;511.44;0.0;0.0;2026-01-12
01900;00007963;00000006;01900;02;FA;A;00000193;188.56;0.0;0.0;2026-02-11
01900;00007897;00000040;01900;02;FA;B;19212026;349.9;0.0;0.0;2026-05-26
01900;00007965;00000063;01900;02;FA;B;19212001;6032.62;0.0;0.0;2026-05-18
01900;00001240;00000218;01900;02;FA;A;00000233;604.96;0.0;0.0;2026-06-03
01900;00001242;00000045;01900;02;FA;B;19211999;1898.45;0.0;0.0;2026-05-18
01900;00001243;00000142;01900;02;FA;B;19212013;327.61;0.0;0.0;2026-05-20
01900;00001244;00000250;01900;02;FA;B;19212028;65.39;0.0;0.0;2026-05-26
01900;00001245;00000249;01900;02;FA;B;19211982;982.08;0.0;0.0;2026-04-29
01900;00001245;00000249;01900;02;FA;B;19212024;180.45;0.0;0.0;2026-05-26
01900;00001245;00000249;01900;02;FA;B;19212029;258.3;0.0;0.0;2026-06-01
01900;00001246;00000045;01900;02;FA;B;19211999;1898.46;0.0;0.0;2026-05-18
01900;00001247;00000066;01900;02;FA;B;19211874;232.51;0.0;0.0;2026-03-03
01900;00001247;00000066;01900;02;FA;B;19211949;41.68;0.0;0.0;2026-04-06
01900;00001250;00000068;01900;02;FA;B;19212003;975.0;0.0;0.0;2026-05-18
00003;00101053;00000046;00003;02;FA;A;00001247;1374560.0;0.0;968.0;2026-04-30
00003;00007895;00000334;00003;02;FA;A;00001278;154964.4;0.0;0.0;2026-05-30
00003;00007895;00000334;00003;02;FA;A;00001279;260931.2;0.0;0.0;2026-05-30
01900;00001251;00000335;01900;02;FA;B;19212036;128.86;0.0;0.0;2026-06-01
01900;00007898;00000068;01900;02;FA;B;19212003;238.9;0.0;0.0;2026-05-18
01900;00001254;00000072;01900;02;FA;B;19212012;760.6;0.0;0.0;2026-05-20
01900;00007935;00000326;01900;02;FA;B;19211977;306.55;0.0;0.0;2026-04-27
00003;00007936;00000139;00003;02;FA;A;00001231;10783313.73;0.0;7729.97;2026-04-13
01900;00007899;00000212;01900;02;FA;B;19212035;1000.0;0.0;0.0;2026-05-15
01900;00007733;00000212;01900;02;FA;B;19212035;324.26;0.0;0.0;2026-05-15
00003;00101057;00000168;00003;02;FA;A;00001280;11851479.55;0.0;0.0;2026-05-30
01900;00001255;00000037;01900;02;FA;B;19211980;286.99;0.0;0.0;2026-04-28
00003;00101058;00000209;00003;02;FA;A;00001250;16198573.71;0.0;0.0;2026-04-30
00003;00101059;00000275;00003;02;FA;A;00001283;540661.91;0.0;369.05;2026-06-09
00003;00101060;00000005;00003;02;FA;A;00001258;378557.8;0.0;266.59;2026-05-14
00003;00101061;00000012;00003;02;FA;A;00001239;156585.0;0.0;109.5;2026-04-27
00003;00101061;00000012;00003;02;FA;A;00001269;384777.4;0.0;270.97;2026-05-18
01900;00001256;00000016;01900;02;FA;A;00000235;1194.3;0.0;0.0;2026-06-16
00003;00007938;00000207;00003;02;FA;A;00001188;843906.0;0.0;582.0;2026-02-19
00003;00007938;00000207;00003;02;FA;A;00001228;191310.0;0.0;131.95;2026-04-10
00003;00007938;00000207;00003;02;FA;A;00001259;133954.1;0.0;92.38;2026-05-14
00003;00007937;00000207;00003;02;FA;A;00001259;500000.0;0.0;352.11;2026-05-14
01900;00001257;00000305;01900;02;FA;B;19212060;240.0;0.0;0.0;2026-06-09
01900;00001258;00000072;01900;02;FA;B;19212050;168.25;0.0;0.0;2026-06-16
01900;00001258;00000072;01900;02;FA;B;19212057;346.38;0.0;0.0;2026-06-16
01900;00007940;00000246;01900;02;FA;B;19212061;935.68;0.0;0.0;2026-06-22
01900;00007940;00000246;01900;64;AC;;00000000;131.32;0.0;0.0;2026-06-22
01900;00001259;00000113;01900;02;FA;B;19212063;149.78;0.0;0.0;2026-06-19
00003;00101062;00000004;00003;02;FA;A;00001265;647477.4;0.0;455.97;2026-05-15
00003;00101063;00000235;00003;02;FA;A;00001295;534871.0;0.0;366.35;2026-06-18
01900;00001260;00000172;01900;02;FA;A;00000238;191.45;0.0;0.0;2026-06-16
00003;00101064;00000275;00003;02;FA;A;00001296;296498.11;0.0;203.08;2026-06-18
01900;00001261;00000045;01900;02;FA;B;19212042;1200.67;0.0;0.0;2026-06-16
01900;00001262;00000112;01900;02;FA;B;19212064;4600.0;0.0;0.0;2026-06-23
01900;00001263;00000338;01900;02;FA;B;19212065;806.65;0.0;0.0;2026-06-25
01900;00001264;00000214;01900;02;FA;B;19212066;330.44;0.0;0.0;2026-06-24
01900;00001265;00000037;01900;02;FA;B;19212053;1300.42;0.0;0.0;2026-06-09
01900;00001266;00000068;01900;02;FA;B;19212003;124.03;0.0;0.0;2026-05-18
01900;00001266;00000068;01900;02;FA;B;19212006;485.11;0.0;0.0;2026-05-18
01900;00001266;00000068;01900;02;FA;B;19212027;340.86;0.0;0.0;2026-05-26
00003;00101065;00000026;00003;05;RC;;00100967;-50887.88;0.0;0.0;2026-01-14
00003;00101065;00000026;00003;02;FA;A;00001286;1435352.55;0.0;986.5;2026-06-16
01900;00001267;00000136;01900;02;FA;A;00000234;637.87;0.0;0.0;2026-05-04
01900;00001267;00000136;01900;02;FA;A;00000231;794.35;0.0;0.0;2026-05-18
01900;00001267;00000136;01900;02;FA;A;00000232;1126.56;0.0;0.0;2026-06-01
01900;00001267;00000136;01900;02;FA;A;00000237;1222.97;0.0;0.0;2026-06-16
01900;00001267;00000136;01900;02;FA;A;00000239;422.21;0.0;0.0;2026-06-17
01900;00001268;00000221;01900;02;FA;B;19211842;560.66;0.0;0.0;2026-02-05
01900;00001268;00000221;01900;02;FA;B;19211863;313.34;0.0;0.0;2026-02-18
01900;00001268;00000221;01900;02;FA;B;19211872;126.0;0.0;0.0;2026-02-20
01900;00001269;00000291;01900;02;FA;B;19211764;1676.05;0.0;0.0;2025-11-28
00003;00101066;00000067;00003;02;FA;A;00001276;1044356.92;0.0;0.0;2026-05-28
00003;00101066;00000067;00003;02;FA;A;00001277;362784.34;0.0;0.0;2026-05-28
00003;00101067;00000006;00003;02;FA;A;00001302;1000000.0;0.0;0.0;2026-06-26
01900;00007734;00000006;01900;02;FA;A;00000193;635.59;0.0;0.0;2026-02-11
01900;00007734;00000006;01900;02;FA;A;00000206;33.3;0.0;0.0;2026-03-09
00003;00007942;00000007;00003;02;FA;A;00001225;161088.4;0.0;107.75;2026-04-10
00003;00007942;00000007;00003;02;FA;A;00001262;1338911.6;0.0;895.59;2026-05-14
01900;00007941;00000325;01900;02;FA;B;19211974;65.55;0.0;0.0;2026-04-27
01900;00007941;00000325;01900;02;FA;B;19212022;238.65;0.0;0.0;2026-05-26
01900;00007941;00000325;01900;02;FA;B;19212031;95.8;0.0;0.0;2026-06-01
01900;00007966;00000339;01900;02;FA;B;19212068;700.0;0.0;0.0;2026-06-11
00003;00101068;00000308;00003;02;FA;A;00001301;816688.6;0.0;546.28;2026-06-26
00003;00101069;00000020;00003;02;FA;A;00001274;99165.75;0.0;66.33;2026-05-26
00003;00101070;00000207;00003;64;AC;;00000000;496719.02;0.0;0.0;2026-06-29
00003;00101071;00000295;00003;02;FA;A;00001154;103283.98;0.0;69.09;2026-01-12
01900;00001270;00000186;01900;02;FA;B;19212077;462.0;0.0;0.0;2026-06-29
00003;00101073;00000336;00003;02;FA;A;00001284;217891.5;0.0;150.27;2026-06-12
01900;00001273;00000300;01900;02;FA;B;19212081;257.0;0.0;0.0;2026-06-12
01900;00001274;00000327;01900;02;FA;B;19212082;220.0;0.0;0.0;2026-06-05
01900;00001276;00000340;01900;02;FA;B;19212083;183.0;0.0;0.0;2026-06-10
01900;00001277;00000341;01900;02;FA;B;19212086;2225.0;0.0;0.0;2026-06-26
01900;00007934;00000342;01900;02;FA;B;19212087;216.0;0.0;0.0;2026-06-08
01900;00001278;00000343;01900;02;FA;B;19212089;115.0;0.0;0.0;2026-06-12
01900;00001279;00000066;01900;02;FA;B;19211949;267.0;0.0;0.0;2026-04-06
01900;00001280;00000154;01900;02;FA;B;19212090;606.0;0.0;0.0;2026-06-30
01900;00001281;00000293;01900;02;FA;B;19211930;206.41;0.0;0.0;2026-04-07
01900;00001281;00000293;01900;02;FA;B;19212017;197.97;0.0;0.0;2026-05-13
00003;00101076;00000013;00003;02;FA;A;00001293;1085182.65;0.0;718.66;2026-06-17
01900;00001292;00000050;01900;02;FA;B;19212046;50.25;0.0;0.0;2026-06-16
01900;00001293;00000333;01900;02;FA;B;19212021;135.0;0.0;0.0;2026-05-04
01900;00001294;00000166;01900;02;FA;B;19212055;50.99;0.0;0.0;2026-06-09
01900;00001302;00000293;01900;02;FA;B;19212017;186.02;0.0;0.0;2026-05-13
01900;00001308;00000056;01900;02;FA;B;19212062;1570.0;0.0;0.0;2026-06-25
01900;00001400;00000072;01900;02;FA;B;19212140;42.15;0.0;0.0;2026-08-10
01900;00001415;00000350;01900;02;FA;B;19212152;383.99;0.0;0.0;2026-05-08
01900;00007943;00000337;01900;02;FA;B;19212051;349.33;0.0;0.0;2026-06-16
01900;00007943;00000337;01900;02;FA;B;19212052;825.36;0.0;0.0;2026-06-16
01900;00007943;00000337;01900;02;FA;B;19212059;1926.82;0.0;0.0;2026-06-17
01900;00007943;00000337;01900;02;FA;B;19212072;1269.36;0.0;0.0;2026-06-29
01900;00007943;00000337;01900;02;FA;B;19212078;237.12;0.0;0.0;2026-06-30
00003;00101074;00000004;00003;02;FA;A;00001290;15049792.5;0.0;10343.5;2026-06-17
00003;00101074;00000004;00003;02;FA;A;00001300;990418.25;0.0;671.47;2026-06-22
01900;00001282;00000202;01900;02;FA;B;19212032;374.33;0.0;0.0;2026-05-18
01900;00001282;00000202;01900;02;FA;B;19212058;5531.84;0.0;0.0;2026-06-16
01900;00001283;00000132;01900;02;FA;B;19211998;93.83;0.0;0.0;2026-05-18
00003;00101075;00000242;00003;02;FA;A;00001077;200000.0;0.0;137.46;2025-10-07
00003;00101077;00000275;00003;02;FA;A;00001298;63498.75;0.0;43.05;2026-06-22
01900;00001284;00000056;01900;02;FA;B;19212002;8491.59;0.0;0.0;2026-05-18
01900;00001284;00000056;01900;02;FA;B;19212062;1183.41;0.0;0.0;2026-06-25
01900;00007736;00000338;01900;02;FA;B;19212095;676.24;0.0;0.0;2026-07-06
01900;00007945;00000066;01900;02;FA;B;19211949;113.16;0.0;0.0;2026-04-06
01900;00007945;00000066;01900;02;FA;B;19212054;217.96;0.0;0.0;2026-06-09
00003;00007944;00000007;00003;02;FA;A;00001291;900000.0;0.0;618.6;2026-06-17
01900;00001285;00000224;01900;02;FA;B;19212097;773.58;0.0;0.0;2026-07-06
01900;00001286;00000297;01900;02;FA;B;19212101;376.15;0.0;0.0;2026-07-03
01900;00001287;00000181;01900;02;FA;B;19212092;611.62;0.0;0.0;2026-06-19
01900;00007735;00000288;01900;02;FA;B;19212102;175.0;0.0;0.0;2026-07-07
00003;00101078;00000281;00003;02;FA;A;00001307;482528.05;0.0;319.56;2026-06-28
01900;00001288;00000299;01900;02;FA;B;19212084;220.46;0.0;0.0;2026-06-30
01900;00001289;00000056;01900;02;FA;B;19212062;1000.0;0.0;0.0;2026-06-25
01900;00007946;00000025;01900;02;FA;A;00000248;6900.0;0.0;0.0;2026-07-08
00003;00101079;00000205;00003;02;FA;A;00001251;15686453.31;0.0;0.0;2026-04-30
01900;00001290;00000160;01900;02;FA;B;19212074;164.35;0.0;0.0;2026-06-29
01900;00001291;00000112;01900;02;FA;B;19212064;1077.66;0.0;0.0;2026-06-23
00003;00101080;00000013;00003;02;FA;A;00001257;1025282.6;0.0;681.25;2026-05-14
00003;00101081;00000026;00003;02;FA;A;00001303;1260139.39;0.0;842.9;2026-06-26
01900;00001295;00000024;01900;02;FA;B;19212099;446.9;0.0;0.0;2026-07-08
01900;00001296;00000142;01900;02;FA;B;19212071;358.6;0.0;0.0;2026-06-29
01900;00001297;00000061;01900;02;FA;B;19212000;5229.9;0.0;0.0;2026-05-18
01900;00001297;00000061;01900;02;FA;B;19212041;4383.57;0.0;0.0;2026-06-16
01900;00001297;00000061;01900;02;FA;B;19212105;3856.08;0.0;0.0;2026-07-13
01900;00001298;00000322;01900;02;FA;B;19212085;82.0;0.0;0.0;2026-06-08
01900;00007947;00000063;01900;02;FA;B;19212044;5300.96;0.0;0.0;2026-06-16
01900;00007947;00000063;01900;02;FA;B;19212045;1069.28;0.0;0.0;2026-06-16
00003;00007949;00000295;00003;02;FA;A;00001154;1000000.0;0.0;664.45;2026-01-12
01900;00001299;00000122;01900;02;FA;B;19212112;459.36;0.0;0.0;2026-06-30
01900;00001300;00000224;01900;02;FA;B;19212113;534.41;0.0;0.0;2026-07-17
01900;00001301;00000305;01900;02;FA;B;19212115;193.69;0.0;0.0;2026-07-17
00003;00101082;00000295;00003;02;FA;A;00001154;84465.0;0.0;56.12;2026-01-12
00003;00101083;00000005;00003;02;FA;A;00001285;270082.92;0.0;185.62;2026-06-16
00003;00101084;00000139;00003;02;FA;A;00001271;5400000.0;0.0;3588.04;2026-05-18
01900;00001303;00000221;01900;02;FA;B;19212009;1532.97;0.0;0.0;2026-05-15
01900;00001303;00000221;01900;02;FA;B;19212015;696.7;0.0;0.0;2026-05-18
01900;00007984;00000334;01900;02;FA;A;00000252;138.0;0.0;0.0;2026-07-16
01900;00007738;00000143;01900;02;FA;A;00000253;214.0;0.0;0.0;2026-07-20
01900;00001304;00000181;01900;02;FA;B;19212093;611.62;0.0;0.0;2026-07-03
01900;00001305;00000136;01900;02;FA;A;00000240;748.39;0.0;0.0;2026-06-25
01900;00001305;00000136;01900;02;FA;A;00000244;197.98;0.0;0.0;2026-06-30
01900;00001305;00000136;01900;02;FA;A;00000245;85.49;0.0;0.0;2026-06-30
01900;00001305;00000136;01900;02;FA;A;00000249;255.35;0.0;0.0;2026-07-13
01900;00001305;00000136;01900;02;FA;A;00000250;189.35;0.0;0.0;2026-07-13
01900;00001305;00000136;01900;02;FA;A;00000251;269.62;0.0;0.0;2026-07-20
00003;00101085;00000014;00003;02;FA;A;00001319;246120.0;0.0;164.08;2026-07-21
00003;00101086;00000213;00003;02;FA;A;00001308;169663.6;0.0;112.36;2026-07-08
00003;00101087;00000067;00003;02;FA;A;00001305;156269.25;0.0;0.0;2026-06-28
00003;00101087;00000067;00003;02;FA;A;00001306;1252645.58;0.0;0.0;2026-06-28
01900;00001306;00000068;01900;02;FA;B;19212027;157.15;0.0;0.0;2026-05-26
01900;00001306;00000068;01900;02;FA;B;19212037;1053.15;0.0;0.0;2026-06-16
01900;00001306;00000068;01900;02;FA;B;19212076;789.7;0.0;0.0;2026-06-30
01900;00001307;00000056;01900;02;FA;B;19212062;1652.0;0.0;0.0;2026-06-25
01900;00001309;00000312;01900;02;FA;B;19212121;404.38;0.0;0.0;2026-07-23
00003;00007950;00000025;00003;02;FA;A;00001288;2075964.9;0.0;1370.27;2026-06-16
00003;00007950;00000025;00003;02;FA;A;00001310;5479140.7;0.0;3616.59;2026-07-08
00003;00101088;00000275;00003;02;FA;A;00001317;632702.25;0.0;417.63;2026-07-20
00003;00101089;00000308;00003;02;FA;A;00001320;1260718.31;0.0;832.16;2026-07-24
01900;00001310;00000177;01900;02;FA;B;19212123;206.45;0.0;0.0;2026-07-24
01900;00007740;00000006;01900;02;FA;A;00000206;407.72;0.0;0.0;2026-03-09
01900;00007740;00000006;01900;02;FA;A;00000218;612.28;0.0;0.0;2026-04-06
01900;00001311;00000119;01900;02;FA;B;19212096;1113.46;0.0;0.0;2026-07-08
01900;00001312;00000181;01900;02;FA;B;19212094;611.62;0.0;0.0;2026-07-06
00003;00101090;00000295;00003;02;FA;A;00001154;369142.48;0.0;243.66;2026-01-12
00003;00101090;00000295;00003;02;FA;A;00001174;862857.52;0.0;569.54;2026-02-10
01900;00001313;00000252;01900;02;FA;B;19212069;600.0;0.0;0.0;2026-06-29
01900;00001314;00000345;01900;02;FA;B;19212124;161.4;0.0;0.0;2026-07-22
01900;00001315;00000181;01900;02;FA;B;19212125;1223.24;0.0;0.0;2026-07-27
01900;00001316;00000056;01900;02;FA;B;19212062;2100.0;0.0;0.0;2026-06-25
01900;00001317;00000056;01900;02;FA;B;19212062;705.0;0.0;0.0;2026-06-25
01900;00001318;00000056;01900;02;FA;B;19212062;1336.0;0.0;0.0;2026-06-25
01900;00007742;00000046;01900;02;FA;A;00000247;2500.0;0.0;0.0;2026-07-01
01900;00001319;00000111;01900;02;FA;B;19212126;202.35;0.0;0.0;2026-07-28
00003;00101091;00000277;00003;02;FA;A;00001322;406964.8;0.0;267.74;2026-07-27
01900;00001320;00000346;01900;02;FA;B;19212127;116.54;0.0;0.0;2026-07-06
01900;00007743;00000337;01900;02;FA;B;19212107;54.15;0.0;0.0;2026-07-13
01900;00007743;00000337;01900;02;FA;B;19212116;1004.69;0.0;0.0;2026-07-20
01900;00007743;00000337;01900;02;FA;B;19212129;241.16;0.0;0.0;2026-07-28
01900;00001321;00000034;01900;05;RC;;00001232;-298.35;0.0;0.0;2026-05-26
01900;00001321;00000034;01900;02;FA;B;19212043;916.7;0.0;0.0;2026-06-16
01900;00001321;00000034;01900;02;FA;B;19212073;2272.95;0.0;0.0;2026-06-29
01900;00001321;00000034;01900;02;FA;B;19212109;627.09;0.0;0.0;2026-07-13
01900;00001321;00000034;01900;02;FA;B;19212128;1541.61;0.0;0.0;2026-07-29
01900;00001322;00000056;01900;02;FA;B;19212062;1330.0;0.0;0.0;2026-06-25
00003;00101092;00000233;00003;03;ND;A;00000006;158685.0;0.0;111.75;2026-07-27
01900;00008002;00000066;01900;02;FA;B;19212054;322.99;0.0;0.0;2026-06-09
01900;00008002;00000066;01900;02;FA;B;19212056;10.01;0.0;0.0;2026-06-16
00003;00101094;00000308;00003;02;FA;A;00001321;129111.33;0.0;85.22;2026-07-24
01900;00001327;00000347;01900;02;FA;B;19212133;411.56;0.0;0.0;2026-07-30
01900;00007739;00000348;01900;02;FA;B;19212134;300.0;0.0;0.0;2026-07-22
00003;00101095;00000295;00003;02;FA;A;00001174;275859.98;0.0;193.59;2026-02-10
00003;00101095;00000295;00003;02;FA;A;00001292;178640.02;0.0;122.86;2026-06-17
01900;00001328;00000296;01900;02;FA;B;19212135;209.67;0.0;0.0;2026-07-31
01900;00001399;00000072;01900;02;FA;B;19212140;126.1;0.0;0.0;2026-08-10
00003;00101093;00000005;00003;02;FA;A;00001311;185130.05;0.0;123.01;2026-07-13
01900;00001323;00000056;01900;02;FA;B;19212062;705.0;0.0;0.0;2026-06-25
01900;00001324;00000316;01900;02;FA;B;19212079;170.58;0.0;0.0;2026-06-30
01900;00001324;00000316;01900;02;FA;B;19212130;63.0;0.0;0.0;2026-07-27
01900;00001326;00000056;01900;02;FA;B;19212062;1007.0;0.0;0.0;2026-06-25
01900;00001329;00000252;01900;05;RC;;00001233;-402.14;0.0;0.0;2026-05-25
01900;00001329;00000252;01900;02;FA;B;19212069;403.56;0.0;0.0;2026-06-29
01900;00001330;00000037;01900;02;FA;B;19212053;30.01;0.0;0.0;2026-06-09
00003;00101096;00000230;00003;02;FA;A;00001330;580381.35;0.0;383.09;2026-07-31
01900;00007744;00000063;01900;02;FA;B;19212103;3328.97;0.0;0.0;2026-07-13
00003;00101097;00000067;00003;02;FA;A;00001325;191216.0;0.0;125.8;2026-07-27
00003;00007746;00000007;00003;02;FA;A;00001291;47025.6;0.0;32.32;2026-06-17
00003;00007746;00000007;00003;02;FA;A;00001309;1452974.4;0.0;962.23;2026-07-08
01900;00001331;00000312;01900;02;FA;B;19212136;439.45;0.0;0.0;2026-07-30
01900;00001332;00000312;01900;02;FA;B;19212137;56.7;0.0;0.0;2026-07-23
00003;00101098;00000210;00003;02;FA;A;00001252;16514972.98;0.0;0.0;2026-04-30
00003;00101099;00000004;00003;02;FA;A;00001312;6633000.0;0.0;4407.31;2026-07-13
01900;00007748;00000046;01900;02;FA;A;00000241;878.3;0.0;0.0;2026-06-29
01900;00007748;00000046;01900;02;FA;A;00000247;950.0;0.0;0.0;2026-07-01
00003;00007747;00000295;00003;02;FA;A;00001292;752000.0;0.0;495.06;2026-06-17
01900;00001333;00000056;01900;02;FA;B;19212062;1000.0;0.0;0.0;2026-06-25
01900;00001334;00000056;01900;02;FA;B;19212062;3242.88;0.0;0.0;2026-06-25
01900;00007749;00000246;01900;02;FA;B;19212146;100.0;0.0;0.0;2026-08-11
01900;00001335;00000045;01900;02;FA;B;19212144;425.16;0.0;0.0;2026-08-12
01900;00001336;00000284;01900;02;FA;B;19212148;71.6;0.0;0.0;2026-08-10
01900;00001337;00000305;01900;02;FA;B;19212149;379.3;0.0;0.0;2026-08-11
01900;00001338;00000350;01900;02;FA;B;19212156;523.68;0.0;0.0;2026-08-07
01900;00001339;00000350;01900;02;FA;B;19212153;538.0;0.0;0.0;2026-05-29
01900;00001339;00000350;01900;02;FA;B;19212154;151.8;0.0;0.0;2026-06-12
01900;00001341;00000312;01900;02;FA;B;19212157;381.47;0.0;0.0;2026-07-06
01900;00001342;00000312;01900;02;FA;B;19212158;61.81;0.0;0.0;2026-07-14
00003;00101100;00000013;00003;02;FA;A;00001332;1111494.9;0.0;733.66;2026-08-05
00003;00101101;00000004;00003;02;FA;A;00001312;5843133.95;0.0;3882.48;2026-07-13
00003;00101101;00000004;00003;02;FA;A;00001314;822918.95;0.0;546.79;2026-07-17
00003;00101102;00000233;00003;02;FA;A;00001297;98117.0;0.0;64.76;2026-06-22
01900;00001343;00000314;01900;02;FA;B;19212160;148.86;0.0;0.0;2026-08-13
01900;00001344;00000181;01900;02;FA;B;19212139;611.62;0.0;0.0;2026-08-04
01900;00001345;00000056;01900;02;FA;B;19212108;3682.29;0.0;0.0;2026-07-13
01900;00001345;00000056;01900;02;FA;B;19212062;617.71;0.0;0.0;2026-06-25
01900;00001346;00000344;01900;02;FA;B;19212159;1423.39;0.0;0.0;2026-08-12
01900;00001347;00000350;01900;02;FA;B;19212155;331.84;0.0;0.0;2026-07-17
01900;00001347;00000350;01900;02;FA;B;19212154;582.2;0.0;0.0;2026-06-12
01900;00001348;00000003;01900;02;FA;B;19212161;265.0;0.0;0.0;2026-08-13
00003;00101110;00000020;00003;02;FA;A;00001334;96398.4;0.0;63.21;2026-08-10
00003;00101112;00000295;00003;02;FA;A;00001292;1296562.38;0.0;891.1;2026-06-17
00003;00101112;00000295;00003;02;FA;A;00001299;71437.62;0.0;48.43;2026-06-22
01900;00001350;00000056;01900;02;FA;B;19212108;3300.0;0.0;0.0;2026-07-13
01900;00001351;00000056;01900;02;FA;B;19212108;5045.48;0.0;0.0;2026-07-13
01900;00001351;00000056;01900;02;FA;B;19212151;1396.52;0.0;0.0;2026-08-12
01900;00001352;00000316;01900;02;FA;B;19212163;71.55;0.0;0.0;2026-08-14
01900;00001353;00000056;01900;02;FA;B;19212151;1300.0;0.0;0.0;2026-08-12
01900;00001354;00000056;01900;02;FA;B;19212151;2000.0;0.0;0.0;2026-08-12
00003;00101104;00000067;00003;02;FA;A;00001331;1137262.93;0.0;0.0;2026-08-05
00003;00101105;00000005;00003;02;FA;A;00001323;431186.0;0.0;283.68;2026-07-27
00003;00101105;00000005;00003;02;FA;A;00001328;94081.5;0.0;62.1;2026-07-31
00003;00101106;00000026;00003;02;FA;A;00001316;144360.0;0.0;95.6;2026-07-20
00003;00101106;00000026;00003;02;FA;A;00001326;1134927.1;0.0;749.13;2026-07-31
00003;00101106;00000026;00003;02;FA;A;00001339;265731.0;0.0;175.4;2026-08-11
01900;00001367;00000056;01900;64;AC;;00000000;300.0;0.0;0.0;2026-08-26
00003;00101107;00000336;00003;02;FA;A;00001342;164484.3;0.0;108.93;2026-08-18
01900;00001357;00000327;01900;02;FA;B;19212145;98.7;0.0;0.0;2026-08-12
01900;00001358;00000056;01900;02;FA;B;19212151;2897.0;0.0;0.0;2026-08-12
01900;00001359;00000056;01900;02;FA;B;19212151;405.34;0.0;0.0;2026-08-12
01900;00001360;00000224;01900;02;FA;B;19212166;1059.12;0.0;0.0;2026-08-20
01900;00001361;00000056;01900;02;FA;B;19212151;394.21;0.0;0.0;2026-08-12
01900;00001361;00000056;01900;64;AC;;00000000;4605.79;0.0;0.0;2026-08-20
01900;00001362;00000056;01900;64;AC;;00000000;167.0;0.0;0.0;2026-08-21
00003;00008054;00000007;00003;02;FA;A;00001309;319312.6;0.0;211.33;2026-07-08
00003;00008054;00000007;00003;02;FA;A;00001338;1215687.4;0.0;802.43;2026-08-11
01900;00007750;00000043;01900;02;FA;B;19212106;940.0;0.0;0.0;2026-07-13
01900;00008052;00000337;01900;02;FA;B;19212129;94.84;0.0;0.0;2026-07-28
01900;00008052;00000337;01900;02;FA;B;19212132;300.22;0.0;0.0;2026-08-03
