estado;punto;tipo_cod;tipo;letra;numero;agenda;fecha;vencimiento;importe;cancelado;moneda_cod;importe_moneda;cancelado_moneda
0x9d;00003;02;FA;A;00001047;00000080;2025-08-07;2025-08-07;236841.05;236841.05;1;176.09;172.25
0x9d;00003;02;FA;A;00001050;00000139;2025-08-27;2025-08-27;7662861.52;6561601.52;1;5634.46;4637.17
0x9d;00003;02;FA;A;00001054;00000007;2025-09-08;2025-09-08;2012519.52;2012491.0;1;1412.29;1412.28
0x9d;00003;02;FA;A;00001055;00000242;2025-09-09;2025-09-09;4848106.5;4848106.5;1;3402.18;3371.25
0x9d;00003;02;FA;A;00001058;00000207;2025-09-09;2025-09-09;1394077.5;1394077.5;1;978.3;0.0
0x9d;00003;02;FA;A;00001064;00000080;2025-09-16;2025-09-16;438731.2;438731.19;1;296.44;296.44
0x9d;00003;02;FA;A;00001077;00000242;2025-10-07;2025-10-07;2911236.75;2730206.04;1;2000.85;1880.8
0x9d;00003;02;FA;A;00001081;00000207;2025-10-09;2025-10-09;3370068.78;3370068.78;1;2277.07;1978.29
0x9d;00003;02;FA;A;00001092;00000165;2025-10-15;2025-10-15;253293.4;253293.4;1;180.28;177.75
0x9d;00003;02;FA;A;00001102;00000207;2025-11-12;2025-11-12;3436072.01;3436072.01;1;2411.28;2404.43
0x9d;00003;02;FA;A;00001103;00000007;2025-11-12;2025-11-12;1502860.58;1502860.58;1;1054.64;1052.59
0x9d;00003;02;FA;A;00001105;00000165;2025-11-12;2025-11-12;1569441.28;1569441.28;1;1101.36;1074.96
0x9d;00003;02;FA;A;00001109;00000139;2025-11-13;2025-11-13;11817185.54;9647078.09;1;8234.97;6722.7
0x9d;00003;02;FA;A;00001111;00000242;2025-11-13;2025-11-13;2761675.15;0.0;1;1924.51;0.0
0x9d;00003;02;FA;A;00001114;00000139;2025-11-13;2025-11-13;7095654.55;6819765.66;1;4944.71;4752.45
0x9d;00003;02;FA;A;00001124;00000004;2025-12-11;2025-12-11;2440550.6;2440550.6;1;1671.61;1665.9
0x9d;00003;02;FA;A;00001126;00000207;2025-12-11;2025-12-11;3254703.83;2874699.51;1;2229.25;2013.17
0x9d;00003;02;FA;A;00001129;00000012;2025-12-11;2025-12-11;149650.0;149650.0;1;102.5;101.46
0x9d;00003;02;FA;A;00001132;00000213;2025-12-11;2025-12-11;134699.6;134699.6;1;92.26;91.01
0x9d;00003;02;FA;A;00001138;00000014;2025-12-11;2025-12-11;140057.8;140057.8;1;95.93;95.6
0x9d;00003;02;FA;A;00001149;00000015;2026-01-12;2026-01-12;75155.6;0.0;1;50.44;0.0
0x9d;00003;02;FA;A;00001154;00000295;2026-01-12;2026-01-12;1556891.46;1556891.46;1;1044.89;1033.32
0x9d;00003;02;FA;A;00001159;00000026;2026-01-13;2026-01-13;2989112.1;2989112.1;1;2006.12;2005.84
0x9d;00003;02;FA;A;00001173;00000007;2026-02-06;2026-02-06;962771.0;962771.0;1;663.98;646.16
0x9d;00003;02;FA;A;00001174;00000295;2026-02-10;2026-02-10;1138717.5;1138717.5;1;799.1;763.13
0x9d;00003;02;FA;A;00001175;00000233;2026-02-10;2026-02-10;76237.5;76237.5;1;53.5;53.13
0x9d;00003;02;FA;A;00001176;00000014;2026-02-10;2026-02-10;421785.75;421785.75;1;295.99;292.14
0x9d;00003;02;FA;A;00001182;00000233;2026-02-11;2026-02-11;75828.0;75828.0;1;53.4;52.84
0x9d;00003;02;FA;A;00001188;00000207;2026-02-19;2026-02-19;843906.0;843906.0;1;594.3;582.0
0x9d;00003;02;FA;A;00001189;00000280;2026-02-20;2026-02-20;743535.0;0.0;1;533.0;0.0
0x9d;00003;02;FA;A;00001190;00000280;2026-02-20;2026-02-20;804915.0;0.0;1;577.0;0.0
0x9d;00003;02;FA;A;00001191;00000233;2026-03-02;2026-03-02;76777.9;76777.9;1;54.26;53.65
0x9d;00003;02;FA;A;00001225;00000007;2026-04-10;2026-04-10;1483146.0;1483146.0;1;1059.39;1052.08
0x9d;00003;02;FA;A;00001226;00000026;2026-04-10;2026-04-10;2125627.0;2125627.0;1;1518.31;1486.45
0x9d;00003;02;FA;A;00001228;00000207;2026-04-10;2026-04-10;191310.0;191310.0;1;136.65;131.95
0x9d;00003;02;FA;A;00001233;00000028;2026-04-20;2026-04-20;521995.05;521995.05;1;374.19;367.64
0x9d;00003;02;FA;A;00001235;00000031;2026-04-23;2026-04-23;202288.95;202288.95;1;145.01;142.55
0x9d;00003;02;FA;A;00001249;00000281;2026-04-30;2026-04-30;134019.6;134019.6;1;94.38;91.79
0x9d;00003;02;FA;A;00001257;00000013;2026-05-14;2026-05-14;1025282.6;1025282.6;1;722.03;681.25
0x9d;00003;02;FA;A;00001259;00000207;2026-05-14;2026-05-14;750668.8;633954.1;1;528.64;444.49
0x9d;00003;02;FA;A;00001262;00000007;2026-05-14;2026-05-14;1411664.6;1411664.6;1;994.13;895.59
0x9d;00003;02;FA;A;00001264;00000233;2026-05-15;2026-05-15;84319.6;84319.6;1;59.38;57.75
0x9d;00003;02;FA;A;00001270;00000233;2026-05-18;2026-05-18;84632.0;84632.0;1;59.6;57.97
0x9d;00003;02;FA;A;00001271;00000139;2026-05-18;2026-05-18;5956425.01;5400000.0;1;4194.67;3588.04
0x9d;00003;02;FA;A;00001274;00000020;2026-05-26;2026-05-26;99165.75;99165.75;1;69.59;66.33
0x9d;00003;02;FA;A;00001281;00000168;2026-05-30;2026-05-30;11626217.97;11626217.97;0;0.0;0.0
0x9d;00003;02;FA;A;00001282;00000168;2026-05-30;2026-05-30;12825047.85;0.0;0;0.0;0.0
0x9d;00003;02;FA;A;00001287;00000028;2026-06-16;2026-06-16;61328.25;61328.25;1;42.15;40.48
0x9d;00003;02;FA;A;00001288;00000025;2026-06-16;2026-06-16;2075964.9;2075964.9;1;1426.78;1370.27
0x9d;00003;02;FA;A;00001289;00000020;2026-06-16;2026-06-16;161112.15;0.0;1;110.73;0.0
0x9d;00003;02;FA;A;00001291;00000007;2026-06-17;2026-06-17;1507263.6;1506825.19;1;1035.92;1035.92
0x9d;00003;02;FA;A;00001292;00000295;2026-06-17;2026-06-17;2227202.4;2227202.4;1;1530.72;1509.02
0x9d;00003;02;FA;A;00001293;00000013;2026-06-17;2026-06-17;1085182.65;1085182.65;1;745.83;718.66
0x9d;00003;02;FA;A;00001297;00000233;2026-06-22;2026-06-22;98117.0;98117.0;1;66.52;64.76
0x9d;00003;02;FA;A;00001299;00000295;2026-06-22;2026-06-22;280058.25;280058.25;1;189.87;185.23
0x9d;00003;02;FA;A;00001304;00000295;2026-06-27;2026-06-27;122430.8;122430.8;1;81.08;80.3
0x9d;00003;02;FA;A;00001309;00000007;2026-07-08;2026-07-08;1772287.0;1772287.0;1;1173.7;1173.56
0x9d;00003;02;FA;A;00001310;00000025;2026-07-08;2026-07-08;5479140.7;5479140.7;1;3628.57;3616.59
0x9d;00003;02;FA;A;00001313;00000139;2026-07-17;2026-07-17;9618718.5;0.0;1;6412.48;0.0
0x9d;00003;02;FA;A;00001315;00000295;2026-07-20;2026-07-20;1973247.6;1749768.57;1;1315.5;1157.51
0x9d;00003;02;FA;A;00001316;00000026;2026-07-20;2026-07-20;144360.0;144360.0;1;96.24;95.6
0x9d;00003;02;FA;A;00001317;00000275;2026-07-20;2026-07-20;632702.25;632702.25;1;421.8;417.63
0x9d;00003;02;FA;A;00001324;00000022;2026-07-27;2026-07-27;552672.0;0.0;1;363.6;0.0
0x9d;00003;02;FA;A;00001329;00000295;2026-07-31;2026-07-31;138395.25;0.0;1;91.35;0.0
0x9d;00003;02;FA;A;00001333;00000139;2026-08-10;2026-08-10;8239671.48;0.0;1;5420.84;0.0
0x9d;00003;02;FA;A;00001334;00000020;2026-08-10;2026-08-10;96398.4;96398.4;1;63.42;63.21
0x9d;00003;02;FA;A;00001335;00000281;2026-08-10;2026-08-10;572546.0;572546.0;1;376.68;375.44
0x9d;00003;02;FA;A;00001336;00000295;2026-08-10;2026-08-10;845819.2;0.0;1;556.46;0.0
0x9d;00003;02;FA;A;00001337;00000295;2026-08-11;2026-08-11;72871.5;0.0;1;48.1;0.0
0x9d;00003;02;FA;A;00001338;00000007;2026-08-11;2026-08-11;2821460.25;2745687.4;1;1862.35;1812.33
0x9d;00003;02;FA;A;00001340;00000013;2026-08-12;2026-08-12;2462102.25;2462102.25;1;1625.15;1625.15
